,Open,High,Low,Close,Adj Close,Volume
2019-08-09 10:15:00+05:30,37546.62109375,37706.578125,37519.87890625,37688.26953125,37688.26953125,0
2019-08-09 11:15:00+05:30,37661.30859375,37761.30859375,37642.2109375,37760.37890625,37760.37890625,0
2019-08-09 12:15:00+05:30,37734.109375,37807.51171875,37705.76953125,37790.8203125,37790.8203125,0
2019-08-09 13:15:00+05:30,37731.12109375,37807.51171875,37632.3203125,37671.66015625,37671.66015625,0
2019-08-09 14:15:00+05:30,37729.94921875,37753.30859375,37545.48828125,37582.921875,37582.921875,0
2019-08-09 15:15:00+05:30,37588.37109375,37590.76171875,37555.671875,37573.62109375,37573.62109375,0
2019-08-13 09:15:00+05:30,37755.16015625,37755.16015625,37322.0703125,37386.55859375,37386.55859375,0
2019-08-13 10:15:00+05:30,37411.921875,37612.08984375,37386.53125,37501.671875,37501.671875,0
2019-08-13 11:15:00+05:30,37538.9609375,37540.37890625,37384.671875,37440.109375,37440.109375,0
2019-08-13 12:15:00+05:30,37416.171875,37465.8984375,37380.171875,37384.19140625,37384.19140625,0
2019-08-13 13:15:00+05:30,37403.21875,37438.12109375,37220.30859375,37284.421875,37284.421875,0
2019-08-13 14:15:00+05:30,37257.359375,37299.76953125,36934.03125,36992.87109375,36992.87109375,0
2019-08-13 15:15:00+05:30,36985.48046875,36991.171875,36889.828125,36941.640625,36941.640625,0
2019-08-14 09:15:00+05:30,36958.16015625,37238.0390625,36958.16015625,37125.83984375,37125.83984375,0
2019-08-14 10:15:00+05:30,37070.03125,37391.6484375,37042.51171875,37314.33984375,37314.33984375,0
2019-08-14 11:15:00+05:30,37315.359375,37409.30859375,37230.140625,37251.78125,37251.78125,0
2019-08-14 12:15:00+05:30,37304.19921875,37391.6015625,37230.140625,37372.578125,37372.578125,0
2019-08-14 13:15:00+05:30,37305.66015625,37472.55859375,37305.66015625,37442.58984375,37442.58984375,0
2019-08-14 14:15:00+05:30,37402.01171875,37472.55859375,37282.3984375,37332.3515625,37332.3515625,0
2019-08-14 15:15:00+05:30,37335.55859375,37336.80078125,37241.4296875,37255.55078125,37255.55078125,0
2019-08-16 09:15:00+05:30,37311.53125,37345.19921875,36974.41015625,37078.76171875,37078.76171875,0
2019-08-16 10:15:00+05:30,37179.62109375,37290.23828125,37078.76171875,37279.328125,37279.328125,0
2019-08-16 11:15:00+05:30,37215.8984375,37356.30078125,37191.171875,37317.55078125,37317.55078125,0
2019-08-16 12:15:00+05:30,37309.01953125,37406.3515625,37247.01171875,37390.76953125,37390.76953125,0
2019-08-16 13:15:00+05:30,37351.390625,37444.109375,37284.44140625,37371.171875,37371.171875,0
2019-08-16 14:15:00+05:30,37359.7890625,37444.109375,37306.2890625,37370.30859375,37370.30859375,0
2019-08-16 15:15:00+05:30,37369.3515625,37380.05859375,37329.26171875,37334.75,37334.75,0
2019-08-19 09:15:00+05:30,37485.921875,37616.0390625,37421.3203125,37589.51171875,37589.51171875,0
2019-08-19 10:15:00+05:30,37580.37109375,37682.921875,37580.37109375,37595.0703125,37595.0703125,0
2019-08-19 11:15:00+05:30,37634.1796875,37675.05859375,37589.890625,37668.87109375,37668.87109375,0
2019-08-19 12:15:00+05:30,37628.1015625,37718.87890625,37627.73828125,37683.30859375,37683.30859375,0
2019-08-19 13:15:00+05:30,37694.30859375,37703.28125,37538.578125,37592.46875,37592.46875,0
2019-08-19 14:15:00+05:30,37562.98828125,37615.16015625,37358.48828125,37409.12109375,37409.12109375,0
2019-08-19 15:15:00+05:30,37411.69921875,37423.8515625,37382.3984375,37402.4296875,37402.4296875,0
2019-08-20 09:15:00+05:30,37402.48828125,37511.01953125,37242.140625,37262.6015625,37262.6015625,0
2019-08-20 10:15:00+05:30,37336.76171875,37370.5390625,37242.140625,37322.19140625,37322.19140625,0
2019-08-20 11:15:00+05:30,37317.76953125,37370.5390625,37251.94921875,37291.62890625,37291.62890625,0
2019-08-20 12:15:00+05:30,37298.51171875,37315.2109375,37220.9609375,37257.66015625,37257.66015625,0
2019-08-20 13:15:00+05:30,37268.69921875,37461.0,37228.078125,37424.421875,37424.421875,0
2019-08-20 14:15:00+05:30,37389.26953125,37461.0,37219.8984375,37314.28125,37314.28125,0
2019-08-20 15:15:00+05:30,37321.30078125,37373.8984375,37300.109375,37346.37890625,37346.37890625,0
2019-08-21 09:15:00+05:30,37328.01171875,37406.51171875,37237.46875,37363.08984375,37363.08984375,0
2019-08-21 10:15:00+05:30,37351.33984375,37406.51171875,37264.671875,37270.5703125,37270.5703125,0
2019-08-21 11:15:00+05:30,37332.1796875,37343.25,37125.30859375,37191.1484375,37191.1484375,0
2019-08-21 12:15:00+05:30,37228.921875,37255.25,37125.30859375,37209.23046875,37209.23046875,0
2019-08-21 13:15:00+05:30,37244.69921875,37248.109375,37089.46875,37095.23046875,37095.23046875,0
2019-08-21 14:15:00+05:30,37114.55078125,37153.03125,37023.01953125,37054.12109375,37054.12109375,0
2019-08-21 15:15:00+05:30,37058.98046875,37085.23046875,37038.3203125,37066.78125,37066.78125,0
2019-08-22 09:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 10:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 11:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 12:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 13:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 14:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-22 15:15:00+05:30,37060.37109375,37060.37109375,37060.37109375,37060.37109375,37060.37109375,0
2019-08-23 09:15:00+05:30,36472.9296875,36472.9296875,36107.4296875,36381.359375,36381.359375,0
2019-08-23 10:15:00+05:30,36295.3515625,36623.98828125,36293.9609375,36413.33984375,36413.33984375,0
2019-08-23 11:15:00+05:30,36512.03125,36540.01953125,36372.01171875,36427.58984375,36427.58984375,0
2019-08-23 12:15:00+05:30,36425.1796875,36592.12109375,36372.01171875,36577.78125,36577.78125,0
2019-08-23 13:15:00+05:30,36510.671875,36807.12109375,36478.01953125,36740.71875,36740.71875,0
2019-08-23 14:15:00+05:30,36720.1796875,36783.03125,36595.53125,36694.359375,36694.359375,0
2019-08-23 15:15:00+05:30,36697.51171875,36751.53125,36674.0703125,36747.30859375,36747.30859375,0
2019-08-26 09:15:00+05:30,37363.94921875,37363.94921875,36492.6484375,36598.4296875,36598.4296875,0
2019-08-26 10:15:00+05:30,36698.66015625,36860.69140625,36492.6484375,36799.51171875,36799.51171875,0
2019-08-26 11:15:00+05:30,36802.26953125,37110.69140625,36771.21875,37082.58984375,37082.58984375,0
2019-08-26 12:15:00+05:30,37006.390625,37304.58984375,37003.73828125,37272.3515625,37272.3515625,0
2019-08-26 13:15:00+05:30,37253.1796875,37454.30859375,37227.140625,37447.87890625,37447.87890625,0
2019-08-26 14:15:00+05:30,37419.05859375,37544.48046875,37363.609375,37491.8203125,37491.8203125,0
2019-08-26 15:15:00+05:30,37487.2109375,37526.5,37469.140625,37493.05859375,37493.05859375,0
2019-08-27 09:15:00+05:30,37494.12109375,37692.171875,37449.8515625,37657.08984375,37657.08984375,0
2019-08-27 10:15:00+05:30,37549.3984375,37722.05078125,37549.3984375,37638.53125,37638.53125,0
2019-08-27 11:15:00+05:30,37647.75,37696.16015625,37604.8984375,37672.6796875,37672.6796875,0
2019-08-27 12:15:00+05:30,37633.9296875,37731.328125,37595.94921875,37630.140625,37630.140625,0
2019-08-27 13:15:00+05:30,37637.25,37663.7109375,37513.12890625,37575.98828125,37575.98828125,0
2019-08-27 14:15:00+05:30,37597.28125,37718.19140625,37543.421875,37631.8203125,37631.8203125,0
2019-08-27 15:15:00+05:30,37628.109375,37693.41015625,37626.30859375,37678.46875,37678.46875,0
2019-08-28 09:15:00+05:30,37641.26953125,37687.41015625,37457.46875,37516.390625,37516.390625,0
2019-08-28 10:15:00+05:30,37517.21875,37584.9609375,37457.46875,37584.5390625,37584.5390625,0
2019-08-28 11:15:00+05:30,37514.6796875,37595.44140625,37428.828125,37470.4609375,37470.4609375,0
2019-08-28 12:15:00+05:30,37463.62109375,37511.0,37401.1484375,37413.609375,37413.609375,0
2019-08-28 13:15:00+05:30,37424.98828125,37443.05859375,37268.28125,37270.62109375,37270.62109375,0
2019-08-28 14:15:00+05:30,37387.1484375,37512.7109375,37249.37109375,37438.26171875,37438.26171875,0
2019-08-28 15:15:00+05:30,37438.3984375,37471.12109375,37424.44921875,37445.12109375,37445.12109375,0
2019-08-29 09:15:00+05:30,37451.83984375,37451.83984375,37192.55859375,37270.21875,37270.21875,0
2019-08-29 10:15:00+05:30,37322.19921875,37329.19140625,37130.76171875,37194.62890625,37194.62890625,0
2019-08-29 11:15:00+05:30,37172.9609375,37216.16015625,37094.6484375,37105.7890625,37105.7890625,0
2019-08-29 12:15:00+05:30,37132.62890625,37212.30078125,37025.80078125,37184.37890625,37184.37890625,0
2019-08-29 13:15:00+05:30,37128.62109375,37330.48828125,37103.390625,37300.7109375,37300.7109375,0
2019-08-29 14:15:00+05:30,37273.46875,37330.48828125,36987.859375,37020.3984375,37020.3984375,0
2019-08-29 15:15:00+05:30,37022.01171875,37122.2109375,37012.96875,37102.76953125,37102.76953125,0
2019-08-30 09:15:00+05:30,37068.9296875,37318.94921875,37068.9296875,37150.828125,37150.828125,0
2019-08-30 10:15:00+05:30,37259.578125,37268.75,36921.421875,36958.7890625,36958.7890625,0
2019-08-30 11:15:00+05:30,37019.51171875,37027.1484375,36829.98828125,36918.98828125,36918.98828125,0
2019-08-30 12:15:00+05:30,36855.03125,37052.671875,36844.4609375,37033.58984375,37033.58984375,0
2019-08-30 13:15:00+05:30,37009.1484375,37221.5,36937.46875,37190.859375,37190.859375,0
2019-08-30 14:15:00+05:30,37120.328125,37335.23046875,37077.5,37315.73046875,37315.73046875,0
2019-08-30 15:15:00+05:30,37316.05859375,37397.73046875,37312.8515625,37375.48046875,37375.48046875,0
2019-09-03 09:15:00+05:30,37181.76171875,37181.76171875,36888.7890625,36962.94140625,36962.94140625,0
2019-09-03 10:15:00+05:30,36978.5,37050.2890625,36849.55859375,36924.9609375,36924.9609375,0
2019-09-03 11:15:00+05:30,36922.578125,36964.0390625,36876.25,36888.91015625,36888.91015625,0
2019-09-03 12:15:00+05:30,36907.33984375,36912.41015625,36817.01171875,36867.0390625,36867.0390625,0
2019-09-03 13:15:00+05:30,36857.58984375,36891.16015625,36710.5,36757.109375,36757.109375,0
2019-09-03 14:15:00+05:30,36769.7890625,36851.640625,36593.2109375,36602.8515625,36602.8515625,0
2019-09-03 15:15:00+05:30,36605.3984375,36605.3984375,36466.48828125,36484.16015625,36484.16015625,0
2019-09-04 09:15:00+05:30,36562.91015625,36636.19921875,36433.80078125,36574.1484375,36574.1484375,0
2019-09-04 10:15:00+05:30,36586.33984375,36636.19921875,36409.5390625,36448.30859375,36448.30859375,0
2019-09-04 11:15:00+05:30,36468.609375,36665.390625,36436.1015625,36580.0,36580.0,0
2019-09-04 12:15:00+05:30,36610.19921875,36686.01171875,36540.05859375,36679.890625,36679.890625,0
2019-09-04 13:15:00+05:30,36609.80859375,36756.328125,36599.3203125,36706.51171875,36706.51171875,0
2019-09-04 14:15:00+05:30,36689.21875,36776.30859375,36567.51171875,36755.94140625,36755.94140625,0
2019-09-04 15:15:00+05:30,36758.2109375,36758.23046875,36680.078125,36691.44921875,36691.44921875,0
2019-09-05 09:15:00+05:30,36724.73828125,36891.55078125,36724.73828125,36853.23828125,36853.23828125,0
2019-09-05 10:15:00+05:30,36812.1484375,36898.0703125,36784.75,36801.41015625,36801.41015625,0
2019-09-05 11:15:00+05:30,36845.23046875,36870.171875,36586.91015625,36614.640625,36614.640625,0
2019-09-05 12:15:00+05:30,36637.19140625,36670.62890625,36553.6015625,36669.87890625,36669.87890625,0
2019-09-05 13:15:00+05:30,36558.8203125,36694.9296875,36553.6015625,36581.51953125,36581.51953125,0
2019-09-05 14:15:00+05:30,36622.37109375,36691.91015625,36571.6015625,36658.828125,36658.828125,0
2019-09-05 15:15:00+05:30,36658.73828125,36678.73046875,36616.12890625,36631.109375,36631.109375,0
2019-09-06 09:15:00+05:30,36644.421875,36867.328125,36644.421875,36786.5390625,36786.5390625,0
2019-09-06 10:15:00+05:30,36830.828125,36849.21875,36727.66015625,36829.640625,36829.640625,0
2019-09-06 11:15:00+05:30,36840.51953125,36904.23828125,36808.140625,36903.8984375,36903.8984375,0
2019-09-06 12:15:00+05:30,36886.1015625,36972.828125,36847.30859375,36958.55078125,36958.55078125,0
2019-09-06 13:15:00+05:30,36917.98046875,36993.05078125,36905.87890625,36921.30859375,36921.30859375,0
2019-09-06 14:15:00+05:30,36940.87109375,37012.25,36887.76171875,36989.19921875,36989.19921875,0
2019-09-06 15:15:00+05:30,36988.4296875,37010.1796875,36959.6796875,36965.44921875,36965.44921875,0
2019-09-09 09:15:00+05:30,36969.48046875,37146.5,36786.3203125,37119.3203125,37119.3203125,0
2019-09-09 10:15:00+05:30,36922.30859375,37211.078125,36911.3515625,37178.76953125,37178.76953125,0
2019-09-09 11:15:00+05:30,37190.28125,37215.28125,37146.08984375,37201.7890625,37201.7890625,0
2019-09-09 12:15:00+05:30,37193.3515625,37240.41015625,37166.23828125,37223.23828125,37223.23828125,0
2019-09-09 13:15:00+05:30,37206.19140625,37244.078125,37040.4296875,37131.0390625,37131.0390625,0
2019-09-09 14:15:00+05:30,37117.3984375,37185.5390625,37090.19140625,37154.3984375,37154.3984375,0
2019-09-09 15:15:00+05:30,37154.3984375,37170.5703125,37140.58984375,37164.51171875,37164.51171875,0
2019-09-11 09:15:00+05:30,37145.44921875,37298.83984375,37145.44921875,37261.7109375,37261.7109375,0
2019-09-11 10:15:00+05:30,37228.171875,37318.0390625,37208.78125,37295.921875,37295.921875,0
2019-09-11 11:15:00+05:30,37296.44140625,37343.25,37251.3515625,37262.94140625,37262.94140625,0
2019-09-11 12:15:00+05:30,37325.109375,37325.890625,37222.828125,37295.96875,37295.96875,0
2019-09-11 13:15:00+05:30,37267.37890625,37342.109375,37236.5,37326.4609375,37326.4609375,0
2019-09-11 14:15:00+05:30,37299.140625,37342.109375,37265.46875,37296.9296875,37296.9296875,0
2019-09-11 15:15:00+05:30,37295.98828125,37297.421875,37216.98828125,37229.828125,37229.828125,0
2019-09-12 09:15:00+05:30,37270.8203125,37434.28125,37270.8203125,37380.3515625,37380.3515625,0
2019-09-12 10:15:00+05:30,37428.9296875,37432.1796875,37277.8203125,37277.8203125,37277.8203125,0
2019-09-12 11:15:00+05:30,37378.05859375,37383.75,37228.078125,37330.26171875,37330.26171875,0
2019-09-12 12:15:00+05:30,37319.69921875,37360.08984375,37283.37109375,37309.41015625,37309.41015625,0
2019-09-12 13:15:00+05:30,37348.328125,37360.08984375,37188.91015625,37254.390625,37254.390625,0
2019-09-12 14:15:00+05:30,37237.37109375,37262.921875,37049.25,37085.87109375,37085.87109375,0
2019-09-12 15:15:00+05:30,37087.73046875,37121.078125,37065.1796875,37101.859375,37101.859375,0
2019-09-13 09:15:00+05:30,37104.28125,37244.33984375,37000.08984375,37024.9296875,37024.9296875,0
2019-09-13 10:15:00+05:30,37106.23828125,37155.76171875,37000.08984375,37074.87109375,37074.87109375,0
2019-09-13 11:15:00+05:30,37125.05859375,37157.94140625,37052.12109375,37110.140625,37110.140625,0
2019-09-13 12:15:00+05:30,37136.1484375,37157.94140625,37028.05859375,37084.6796875,37084.6796875,0
2019-09-13 13:15:00+05:30,37082.05859375,37263.171875,37069.48828125,37225.44140625,37225.44140625,0
2019-09-13 14:15:00+05:30,37189.0390625,37408.05078125,37166.4296875,37388.171875,37388.171875,0
2019-09-13 15:15:00+05:30,37387.0,37413.5,37379.609375,37407.51171875,37407.51171875,0
2019-09-16 09:15:00+05:30,37204.55859375,37243.51953125,37111.2890625,37242.05859375,37242.05859375,0
2019-09-16 10:15:00+05:30,37188.30859375,37301.640625,37136.8984375,37266.0,37266.0,0
2019-09-16 11:15:00+05:30,37229.76953125,37301.640625,37188.19921875,37212.3203125,37212.3203125,0
2019-09-16 12:15:00+05:30,37204.41015625,37225.078125,37044.3984375,37079.66015625,37079.66015625,0
2019-09-16 13:15:00+05:30,37069.94140625,37170.859375,37028.94140625,37097.98828125,37097.98828125,0
2019-09-16 14:15:00+05:30,37163.0703125,37182.12890625,37056.5390625,37137.03125,37137.03125,0
2019-09-16 15:15:00+05:30,37139.921875,37141.30859375,37104.328125,37110.28125,37110.28125,0
2019-09-17 09:15:00+05:30,37123.30859375,37148.359375,36906.328125,36913.7890625,36913.7890625,0
2019-09-17 10:15:00+05:30,36947.19921875,36989.51171875,36831.23828125,36889.19140625,36889.19140625,0
2019-09-17 11:15:00+05:30,36850.9609375,36899.69921875,36792.328125,36799.328125,36799.328125,0
2019-09-17 12:15:00+05:30,36824.69140625,36839.3515625,36715.98046875,36717.7109375,36717.7109375,0
2019-09-17 13:15:00+05:30,36808.3515625,36808.3515625,36451.19921875,36460.48828125,36460.48828125,0
2019-09-17 14:15:00+05:30,36577.51953125,36608.46875,36421.78125,36450.96875,36450.96875,0
2019-09-17 15:15:00+05:30,36457.44140625,36535.0703125,36440.5390625,36535.0703125,36535.0703125,0
2019-09-18 09:15:00+05:30,36481.08984375,36712.828125,36465.921875,36502.421875,36502.421875,0
2019-09-18 10:15:00+05:30,36531.12109375,36602.80859375,36465.921875,36520.0703125,36520.0703125,0
2019-09-18 11:15:00+05:30,36511.078125,36582.98828125,36484.26171875,36516.80859375,36516.80859375,0
2019-09-18 12:15:00+05:30,36554.078125,36655.3515625,36499.7890625,36655.3515625,36655.3515625,0
2019-09-18 13:15:00+05:30,36632.19140625,36681.94921875,36515.3984375,36605.4609375,36605.4609375,0
2019-09-18 14:15:00+05:30,36569.08984375,36668.51953125,36507.83984375,36551.421875,36551.421875,0
2019-09-18 15:15:00+05:30,36553.26953125,36599.8984375,36506.6015625,36594.12890625,36594.12890625,0
